Manufacturer,Mark,price,Engine_capacity,Gearbox,Hurd,Type,Color,Year_of_manufacture,Year_of_entry,Engine,Interior_color,Leasing,Drive,Mileage,Conditions,Gate
Chevrolet,Aveo,6000000,1.5,Автомат,Буруу,Суудлын тэрэг,Бусад,2010,2010,Бензин,Бусад,Лизинггүй,Урдаа FWD,300000,Дугаар авсан,5
BMW,3-сери,15000000,2.0,Автомат,Буруу,Суудлын тэрэг,Улаан,2010,2019,Бензин,Хар,Лизинггүй,Урдаа FWD,110000,Дугаар авсан,4
Toyota,Prius 55,34800000,1.8,Автомат,Буруу,Суудлын тэрэг,Цагаан,2016,2023,Хайбрид,Саарал,Лизинггүй,Урдаа FWD,10000,Дугаар аваагүй,5
Hyundai,Grandeur,45000000,3.0,Автомат,Зөв,Суудлын тэрэг,Саарал,2018,2023,Газ,Хар,Лизинггүй,Урдаа FWD,60000,Дугаар аваагүй,5
Subaru,Outback,43800000,2.5,Автомат,Буруу,Суудлын тэрэг,Хар,2009,2018,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,220000,Дугаар авсан,5
Lexus,NX,69000000,2.5,Автомат,Буруу,Суудлын тэрэг,Саарал,2016,2022,Хайбрид,Хар,Банкны лизингтэй,Урдаа FWD,170000,Дугаар авсан,5
Toyota,Crown,26000000,3.5,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2011,2021,Хайбрид,Бор,Лизинггүй,Хойноо RWD,0,Дугаар авсан,5
Toyota,Harrier,30000000,3.3,Автомат,Буруу,Жийп,Саарал,2006,2021,Хайбрид,Саарал,Лизинггүй,Бүх дугуй 4WD,0,Дугаар авсан,5
Toyota,Prius 30,12500000,1.8,Автомат,Зөв,Суудлын тэрэг,Саарал,2011,2023,Хайбрид,Бор,Лизинггүй,Урдаа FWD,130,Дугаар аваагүй,4
Toyota,Prius 30,18000000,1.8,Автомат,Буруу,Суудлын тэрэг,Хүрэн,2012,2021,Хайбрид,Хар,Лизинггүй,Урдаа FWD,140000,Дугаар авсан,5
Toyota,"Prius 40, 41",33800000,1.8,Автомат,Буруу,Суудлын тэрэг,Хар,2011,2023,Хайбрид,Хар,Лизинггүй,Урдаа FWD,210000,Дугаар авсан,4
Lexus,RX,41500000,3.5,Автомат,Буруу,Жийп,Цагаан,2015,2019,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,106907,Дугаар авсан,5
Toyota,Land Cruiser 200,135000000,2.0,Автомат,Зөв,Жийп,Хар,2015,2016,Бензин,Шаргал,Лизинггүй,Хойноо RWD,200,Дугаар авсан,4
Toyota,Land Cruiser Prado,45000000,2.7,Автомат,Буруу,Жийп,Хар,2021,2023,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,27000,Дугаар авсан,5
Toyota,Vanguard ,39000000,2.4,Автомат,Буруу,Гэр бүлийн,Ногоон,2008,2015,Бензин,Саарал,Лизинггүй,Бүх дугуй 4WD,168000,Дугаар авсан,5
Subaru,Impreza,27500000,2.0,Автомат,Буруу,Суудлын тэрэг,Саарал,2016,2020,Бензин,Саарал,ББСБ лизингтэй,Бүх дугуй 4WD,191000,Дугаар авсан,5
Toyota,Hiace,23000000,2.7,Автомат,Буруу,Суудлын тэрэг,Цагаан,2011,2022,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,200000,Дугаар авсан,4
Toyota,"Prius 40, 41",27500000,1.8,Автомат,Буруу,Суудлын тэрэг,Цэнхэр,2023,2013,Бензин,Саарал,Банкны лизингтэй,Урдаа FWD,120,Шинэ,6
Lexus,CT,23000000,1.8,Механик,Буруу,Суудлын тэрэг,Бусад,2011,2021,Хайбрид,Хар,Лизинггүй,Урдаа FWD,272,Дугаар авсан,5
Toyota,Land Cruiser Prado,25000000,2.7,Автомат,Буруу,Жийп,Цагаан,2009,2018,Бензин,Цагаан шар,Лизинггүй,Бүх дугуй 4WD,160000,Дугаар авсан,4
Mercedes-Benz,C-Class,28000000,1.8,Автомат,Буруу,Суудлын тэрэг,Цагаан,2018,2018,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,65000,Дугаар авсан,5
Toyota,Land Cruiser 200,190000000,4.7,Автомат,Зөв,Жийп,Цэнхэр,2008,2008,Бензин,Цагаан шар,Лизинггүй,Бүх дугуй 4WD,234567,Дугаар авсан,5
Infiniti,QX,300000000,5.6,Автомат,Зөв,Жийп,Хар саарал,2018,2018,Бензин,Хар,Лизинггүй,Хойноо RWD,85000,Дугаар авсан,5
Nissan,Juke,16500000,1.5,Автомат,Буруу,Жийп,Бор,2012,2019,Бензин,Хар,Лизинггүй,Урдаа FWD,102340,Дугаар авсан,5
Toyota,Land Cruiser 200,137000000,4.0,Автомат,Зөв,Жийп,Саарал,2019,2019,Бензин,Шаргал,Лизинггүй,Бүх дугуй 4WD,26000,Дугаар авсан,5
Toyota,Crown,26000000,2.5,Автомат,Буруу,Суудлын тэрэг,Хар,2012,2021,Бензин,Хар,Лизинггүй,Хойноо RWD,170450,Дугаар авсан,5
Toyota,Prius 30,20300000,1.5,Автомат,Буруу,Суудлын тэрэг,Цагаан,2014,2022,Хайбрид,Хар,Лизинггүй,Урдаа FWD,166531,Дугаар авсан,5
Toyota,"Prius 40, 41",22000000,1.8,Автомат,Буруу,Суудлын тэрэг,Саарал,2013,2023,Хайбрид,Хар,Банкны лизингтэй,Урдаа FWD,96000,Дугаар аваагүй,5
Lexus,GS,45000000,3.5,Автомат,Буруу,Суудлын тэрэг,Хар,2013,2022,Бензин,Хар,Лизинггүй,Хойноо RWD,170000,Дугаар авсан,4
Subaru,Forester,16500000,2.0,Автомат,Буруу,Жийп,Хар саарал,2008,2018,Бензин,Саарал,Лизинггүй,Бүх дугуй 4WD,190000,Дугаар авсан,5
Toyota,"Prius 40, 41",35000000,1.8,Автомат,Буруу,Гэр бүлийн,Цагаан,2013,2021,Хайбрид,Хар,Лизинггүй,Урдаа FWD,130000,Дугаар авсан,5
Toyota,Prius 30,12500000,1.5,Автомат,Буруу,Суудлын тэрэг,Цагаан,2013,2022,Хайбрид,Цагаан шар,Лизинггүй,Урдаа FWD,280000,Дугаар авсан,5
Toyota,Land Cruiser 200,90000000,4.5,Автомат,Зөв,Жийп,Хар саарал,2013,2014,Дизель,Хар,Лизинггүй,Бүх дугуй 4WD,109956,Дугаар авсан,5
Toyota,Alphard,17000000,2.4,Автомат,Буруу,Гэр бүлийн,Саарал,2004,2015,Хайбрид,Шаргал,Лизинггүй,Бүх дугуй 4WD,160000,Дугаар авсан,5
Lexus,RX,110000000,4.2,Автомат,Буруу,Суудлын тэрэг,Хар,2012,2022,Хайбрид,Саарал,Лизинггүй,Урдаа FWD,150000,Дугаар авсан,5
Lexus,RX,45000000,4.5,Автомат,Зөв,Жийп,Хар саарал,2013,2023,Хайбрид,Хар,Лизинггүй,Бүх дугуй 4WD,70000,Дугаар аваагүй,5
Toyota,Vellfire,39500000,3.5,Автомат,Буруу,Гэр бүлийн,Сувдан цагаан,2010,2022,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,173000,Дугаар авсан,5
Toyota,Prius 20,14800000,1.5,Автомат,Буруу,Суудлын тэрэг,Цагаан,2009,2019,Хайбрид,Саарал,Лизинггүй,Урдаа FWD,262000,Дугаар авсан,5
Toyota,Land Cruiser Prado,93000000,2.7,Автомат,Буруу,Жийп,Сувдан цагаан,2013,2023,Бензин,Цагаан шар,ББСБ лизингтэй,Бүх дугуй 4WD,159000,Дугаар аваагүй,5
Toyota,Harrier,29200000,2.4,Автомат,Буруу,Жийп,Сувдан цагаан,2015,2021,Хайбрид,Хар,Лизинггүй,Бүх дугуй 4WD,180000,Дугаар авсан,5
Lexus,HS,32000000,2.4,Автомат,Буруу,Суудлын тэрэг,Цагаан,2013,2022,Бензин,Цагаан шар,Хувь лизингтэй,Урдаа FWD,82000,Дугаар авсан,5
Toyota,Alphard,49000000,2.4,Автомат,Буруу,Гэр бүлийн,Хар,2004,2017,Бензин,Хар,Хувь лизингтэй,Урдаа FWD,200000,Дугаар авсан,5
Toyota,Harrier,23000000,3.3,Автомат,Буруу,Жийп,Саарал,2005,2016,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,222,Дугаар авсан,5
Toyota,Prius 30,23000000,1.8,Автомат,Буруу,Суудлын тэрэг,Цагаан,2013,2022,Хайбрид,Хар,Лизинггүй,Урдаа FWD,151000,Дугаар авсан,5
Toyota,Prius 30,20800000,1.8,Автомат,Зөв,Суудлын тэрэг,Саарал,2010,2022,Бензин,Хар,ББСБ лизингтэй,Урдаа FWD,300000,Дугаар авсан,5
Toyota,Harrier,60000000,2.4,Автомат,Буруу,Гэр бүлийн,Саарал,2008,2018,Бензин,Саарал,Лизинггүй,Бүх дугуй 4WD,220,Дугаар авсан,5
Land Rover,Бусад,14500000,2.7,Автомат,Буруу,Жийп,Саарал,1999,2008,Дизель,Саарал,Лизинггүй,Бүх дугуй 4WD,150000,Дугаар авсан,5
SsangYong,Rexton,45000000,3.2,Автомат,Зөв,Жийп,Хар,2011,2011,Бензин,Шаргал,Лизинггүй,Бүх дугуй 4WD,750000,Дугаар авсан,4
Toyota,Land Cruiser 200,155000000,4.7,Автомат,Зөв,Жийп,Хар,2018,2018,Дизель,Бор,Лизинггүй,Бүх дугуй 4WD,57000,Дугаар авсан,5
Nissan,X-Trail,39000000,2.0,Автомат,Буруу,Жийп,Цагаан,2012,2021,Бензин,Цагаан шар,Лизинггүй,Урдаа FWD,159000,Дугаар авсан,4
Toyota,Prius 30,19800000,1.8,Автомат,Зөв,Суудлын тэрэг,Хар,2010,2023,Хайбрид,Саарал,ББСБ лизингтэй,Урдаа FWD,188301,Дугаар аваагүй,5
Nissan,Juke,29800000,1.5,Автомат,Зөв,Суудлын тэрэг,Улаан,2013,2018,Бензин,Хар,Лизинггүй,Урдаа FWD,115000,Дугаар авсан,5
Toyota,Estima,5500000,2.4,Автомат,Буруу,Гэр бүлийн,Цагаан,2009,2018,Бензин,Саарал,Лизинггүй,Бүх дугуй 4WD,200000,Дугаар авсан,5
Toyota,Land Cruiser 105,55000000,4.7,Автомат,Зөв,Жийп,Цэнхэр,2007,2007,Бензин,Цагаан шар,Лизинггүй,Бүх дугуй 4WD,260000,Дугаар авсан,4
Lexus,ES,55000000,2.5,Автомат,Зөв,Суудлын тэрэг,Саарал,2013,2020,Хайбрид,Саарал,Лизинггүй,Урдаа FWD,84000,Дугаар авсан,4
Toyota,Sai,22000000,2.0,Автомат,Буруу,Суудлын тэрэг,Саарал,2010,2020,Хайбрид,Шаргал,ББСБ лизингтэй,Урдаа FWD,84000,Дугаар авсан,4
Toyota,Prius 30,22200000,1.8,Автомат,Буруу,Суудлын тэрэг,Хар саарал,2011,2022,Бензин,Хар,Лизинггүй,Урдаа FWD,155000,Дугаар авсан,4
Lexus,RX,40000000,3.5,Автомат,Буруу,Жийп,Хар,2013,2018,Хайбрид,Хар,Лизинггүй,Бүх дугуй 4WD,210000,Дугаар авсан,5
Toyota,Land Cruiser 300,217000000,4.0,Автомат,Зөв,Жийп,Хар,2023,2023,Бензин,Цагаан шар,Банкны лизингтэй,Бүх дугуй 4WD,0,Дугаар авсан,5
Mercedes-Benz,M-Class,65000000,3.5,Автомат,Зөв,Жийп,Хар,2008,2016,Бензин,Шаргал,ББСБ лизингтэй,Бүх дугуй 4WD,9,Дугаар авсан,5
Mazda,CX,33000000,2.5,Автомат,Буруу,Жийп,Улаан,2018,2022,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,59000,Дугаар авсан,5
Land Rover,Discovery,180000000,2.5,Автомат,Буруу,Жийп,Хар,2017,2020,Дизель,Хар,Лизинггүй,Бүх дугуй 4WD,32000,Дугаар авсан,5
Toyota,Land Cruiser Prado,95000000,2.7,Автомат,Буруу,Жийп,Цэнхэр,2016,2019,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,85000,Дугаар авсан,5
Lexus,LX,100000000,4.7,Автомат,Зөв,Жийп,Ногоон,2005,2012,Бензин,Шаргал,Лизинггүй,Бүх дугуй 4WD,150000,Дугаар авсан,4
Mercedes-Benz,GLK-Class,45000000,3.0,Автомат,Зөв,Жийп,Улаан,2010,2018,Бензин,Шаргал,Лизинггүй,Бүх дугуй 4WD,96000,Дугаар авсан,5
Toyota,Voxy,35000000,2.0,Автомат,Буруу,Гэр бүлийн,Хар,2012,2022,Бензин,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,245368,Дугаар авсан,5
Mercedes-Benz,C-Class,68000000,2.0,Автомат,Буруу,Суудлын тэрэг,Цайвар цэнхэр,2019,2023,Бензин,Хар,Лизинггүй,Хойноо RWD,2000,Дугаар авсан,5
Toyota,Aqua,16000000,1.5,Автомат,Буруу,Суудлын тэрэг,Шар,2012,2021,Хайбрид,Шаргал,Лизинггүй,Урдаа FWD,192,Дугаар авсан,5
Toyota,Land Cruiser 200,175000000,4.5,Механик,Зөв,Жийп,Саарал,2008,2008,Дизель,Хар,Лизинггүй,Бүх дугуй 4WD,196000,Дугаар авсан,5
Chevrolet,Aveo,3500000,1.5,Механик,Зөв,Суудлын тэрэг,Ногоон,2010,2011,Бензин,Бусад,Лизинггүй,Урдаа FWD,75000,Дугаар авсан,4
Toyota,Land Cruiser Prado,42000000,2.6,Автомат,Буруу,Жийп,Хар,2017,2022,Бензин,Шаргал,Лизинггүй,Бүх дугуй 4WD,60000,Дугаар авсан,4
Hyundai,Sonata,23000000,2.0,Автомат,Зөв,Суудлын тэрэг,Саарал,2018,2023,Газ,Саарал,Лизинггүй,Урдаа FWD,220000,Дугаар аваагүй,4
Toyota,Crown,73000000,2.5,Автомат,Буруу,Суудлын тэрэг,Хар,2011,2020,Хайбрид,Бор,Лизинггүй,Хойноо RWD,201000,Дугаар авсан,4
Lexus,RX,62000000,3.5,Автомат,Зөв,Жийп,Цагаан,2013,2022,Бензин,Цагаан шар,Лизинггүй,Бүх дугуй 4WD,125000,Дугаар авсан,5
Toyota,Sai,27000000,2.4,Автомат,Буруу,Суудлын тэрэг,Хар,2016,2023,Хайбрид,Хар,Лизинггүй,Урдаа FWD,124000,Дугаар аваагүй,5
Toyota,Prius 30,22500000,1.7,Автомат,Буруу,Суудлын тэрэг,Цагаан,2012,2018,Хайбрид,Саарал,Лизинггүй,Урдаа FWD,290,Дугаар авсан,5
Toyota,"Prius 40, 41",22500000,1.8,Автомат,Буруу,Суудлын тэрэг,Хар,2013,2022,Хайбрид,Саарал,ББСБ лизингтэй,Урдаа FWD,160000,Дугаар авсан,5
Toyota,Land Cruiser Prado,57000000,2.7,Автомат,Буруу,Жийп,Сувдан цагаан,2021,2022,Бензин,Цагаан шар,Лизинггүй,Бүх дугуй 4WD,15000,Дугаар авсан,5
Toyota,Prius 30,16500000,1.8,Автомат,Буруу,Суудлын тэрэг,Хар,2010,2023,Хайбрид,Хар,Банкны лизингтэй,Урдаа FWD,180000,Дугаар аваагүй,5
Toyota,Harrier,55000000,3.9,Автомат,Буруу,Жийп,Хар,2006,2023,Хайбрид,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,0,Дугаар авсан,5
Nissan,Tiida,11000000,1.5,Автомат,Буруу,Суудлын тэрэг,Саарал,2007,2014,Бензин,Цагаан шар,Лизинггүй,Урдаа FWD,10000,Дугаар авсан,4
Toyota,Prius 30,24000000,1.8,Автомат,Буруу,Суудлын тэрэг,Саарал,2010,2015,Бензин,Хар,Лизинггүй,Урдаа FWD,9000,Дугаар авсан,4
Lexus,RX,53700000,3.5,Автомат,Зөв,Жийп,Хар,2014,2023,Хайбрид,Хар,Лизинггүй,Бүх дугуй 4WD,150000,Дугаар аваагүй,5
Toyota,"Prius 40, 41",35000000,1.8,Автомат,Буруу,Суудлын тэрэг,Саарал,2012,2023,Хайбрид,Бусад,ББСБ лизингтэй,Урдаа FWD,220000,Дугаар аваагүй,5
Toyota,Land Cruiser 200,185000000,4.5,Автомат,Зөв,Жийп,Саарал,2016,2016,Дизель,Хар,Лизинггүй,Хойноо RWD,140000,Дугаар авсан,5
Toyota,Prius 30,16500000,1.8,Автомат,Буруу,Суудлын тэрэг,Цагаан,2010,2019,Бензин,Саарал,Лизинггүй,Урдаа FWD,200000,Дугаар авсан,5
